golddiff_1,golddiff_2,golddiff_3,golddiff_4,golddiff_5,golddiff_6,golddiff_7,golddiff_8,golddiff_9,golddiff_10,golddiff_11,golddiff_12,golddiff_13,golddiff_14,golddiff_15,golddiff_16,golddiff_17,golddiff_18,golddiff_19,golddiff_20,golddiff_21,golddiff_22,golddiff_23,golddiff_24,golddiff_25,golddiff_26,golddiff_27,golddiff_28,golddiff_29,golddiff_30
0.004636838471211817,0.020792553550446482,0.04087884307349951,0.08183646597886766,0.11057943637953184,0.13458996289794442,0.14544310465977833,0.16153175479288898,0.17005123983348855,0.1796235622969075,0.18808230688555033,0.1950364293311053,0.2012824611660862,0.20577592549911186,0.2085624351372565,0.2110222824631023,0.21324964571351304,0.2141658668855575,0.21482921868105664,0.21484978336022986,0.2147748515226235,0.2143012623652409,0.21309284115235244,0.211181912826336,0.2089026388487711,0.20592107780923333,0.20284586159100912,0.19935232634652522,0.19605558737349563,0.19241276910945987
0.037478967992826746,0.14474878545416686,0.21322691469206184,0.2694895092806623,0.3041015150501547,0.3138715378558378,0.31357738148499925,0.2908619621408409,0.26686656615515014,0.23262435706528728,0.18455654670873292,0.14179475636501945,0.10190900398302485,0.05955092973454878,0.030177368321209236,-0.0030065081478770983,-0.031042297330322013,-0.058181892955910704,-0.07836906718044374,-0.09795717438889381,-0.11249772421009928,-0.12776778446408843,-0.14417230073852888,-0.15766661197173126,-0.16784671076645005,-0.17737238406498843,-0.1820347747441091,-0.18576243969623582,-0.1862895327035307,-0.18597211785439924
-0.12287930300909274,-0.4926142408743229,-0.526130400611789,-0.3463822459472642,-0.15435351214705764,-0.04952742370430294,0.011728511904701654,0.07202010591073585,0.12297546280568261,0.157143265946126,0.17533179263564388,0.17205881436052786,0.1630127141372053,0.15383966756457104,0.1330550798269191,0.11314303801660183,0.08954595355900534,0.06152280746786168,0.03561350919778027,0.010997101633538165,-0.016073712881164746,-0.040915070343664324,-0.06372814820815814,-0.08546128511141404,-0.10575105393474397,-0.12069866702250721,-0.13515772330984768,-0.14285992270170478,-0.14487271651875208,-0.14499012376486325
-0.1095686252194071,-0.41056521926549816,-0.2948166374082455,0.041769132559011046,0.2882012141494507,0.2956510094932012,0.2673783778335463,0.17407195376387744,0.08836955788853967,0.0039816173424820885,-0.08570750410530106,-0.15342042875756196,-0.1927436434872201,-0.21278314185236172,-0.2157128242695954,-0.203347619056193,-0.17829404254918832,-0.1523460137507414,-0.12035063689027509,-0.08862477774571943,-0.05617074082914045,-0.02079270328816077,0.02106569399813526,0.06253131310629138,0.10363437806506254,0.1348822268949212,0.16052605350196064,0.18180016805019802,0.1924287401642281,0.19856954182254247
-0.981952112019666,0.07218014236031527,0.10761507101274817,0.09792156618164916,0.026165378518353342,-0.009125445186466536,-0.03422955112478363,-0.040781785307791765,-0.029267835614921026,-0.02462113786591952,-0.011876466645758125,-0.0052359150725444685,-0.0008790701563120571,0.017707425730717156,0.019020274391949143,0.02087546073833852,0.020651692256956036,0.016226681411809624,0.012558842017251099,0.01396786945581136,0.01438329323952601,0.009518724673909015,0.00539915262748742,-0.0004944830352556433,-0.005058091967447727,-0.008795241637587572,-0.015737182705450714,-0.020541605442993258,-0.020365712811672126,-0.022084983183462584
0.07981028577127533,-0.4294491425685037,0.01220659987837989,0.4398436668131779,0.3113585337696329,0.11043461307066438,-0.053037827560449946,-0.1646926202906216,-0.23710138397925723,-0.24713407748313254,-0.2177502113422816,-0.13739577134527975,-0.04899040457821366,0.024028419945786382,0.10058273329069413,0.14845409632824322,0.1664986151382742,0.1781868722837438,0.17731273177099605,0.16114106773629175,0.1369049324866507,0.10175592463264214,0.05794124646183307,0.008189178197500604,-0.04126744557830491,-0.08513494239082839,-0.12542282380917985,-0.15219925089803277,-0.17068765080696882,-0.1772480717830559
0.022121292987380622,-0.4164122816755081,0.21162079147541518,0.501438242117795,-0.1869857146005157,-0.2567818503777839,-0.21535243372896634,-0.11024258303928028,0.013171219923469773,0.11990322384868651,0.19950365673726808,0.23133946987525877,0.19037789502259705,0.11592773505857182,0.02695402419244583,-0.05309749163704943,-0.1111525876119031,-0.14611253878949612,-0.16263310440830075,-0.16437112363358544,-0.15009906952822477,-0.12630130148735985,-0.08998551484664204,-0.04899064549997195,0.0011237834126867105,0.05616875400904623,0.09351623316248178,0.12442938651370702,0.14466224028316663,0.1577867004913131
-0.008422775182964505,-0.3903969438914199,0.5735561940266927,-0.18064296059630786,-0.4126340908261907,-0.00101729142674149,0.1638285803141454,0.2116985367883255,0.1714278733466895,0.09778795659952036,-0.031116336984241946,-0.13026308246131516,-0.16856332327439605,-0.16690800162983258,-0.13791443316737104,-0.06870572793323627,-0.007603421461943192,0.05242442206148887,0.09847344782169296,0.12170445065342399,0.13248995003633926,0.12294050905310815,0.10294440576564572,0.06694903375640063,0.02514963664527248,-0.011838031130973198,-0.051191050052155976,-0.08137923938050118,-0.09916175820914921,-0.11038862054057148
0.0013738528497604474,0.2203724523556644,-0.44378795883435324,0.5411774327699083,-0.36528692249254185,-0.2054451368425882,0.02986270897583963,0.1764396347598204,0.22807316958626603,0.1407378408453007,-0.0032874796363233675,-0.10336139754590369,-0.1670001462068549,-0.1690895943237736,-0.1338141960313649,-0.0816423822747044,-0.014851262293561396,0.04793951911926864,0.08633617465910713,0.10924554192997375,0.12497450290842606,0.11394935395331625,0.09521626601004204,0.06372616228118425,0.025098006106448825,-0.017484694732074722,-0.04702518127646905,-0.07172985560629366,-0.08959352428183644,-0.10208193271466302
-0.007696198216858222,0.038580449729599016,-0.050248481608068725,0.12966573666631642,-0.5293380456100502,0.3424806127993954,0.3483767930953267,0.09465399690473915,-0.1539982186680093,-0.25441038756099377,-0.24902579749275927,-0.1021204545839303,0.05135199114063561,0.17102888405445324,0.2142344561870792,0.20165366087820366,0.13451668106262799,0.043787734215206285,-0.03500552383620551,-0.09853116893051243,-0.14242617085409623,-0.1558008724140816,-0.15413657688464283,-0.1281018138129965,-0.0839949422682085,-0.025132156168173,0.038948569652276534,0.09429870578113608,0.12964444508484263,0.14624909771175784
